ds,yhat,yhat_lower,yhat_upper,category,keyword
2026-02-15,69.98,65.04,74.92,home_goods,bamboo cutting board
2026-02-16,70.15,65.48,75.12,home_goods,bamboo cutting board
2026-02-17,70.15,64.87,75.07,home_goods,bamboo cutting board
2026-02-18,70.05,65.0,74.81,home_goods,bamboo cutting board
2026-02-19,69.91,64.91,74.56,home_goods,bamboo cutting board
2026-02-20,69.82,65.06,74.85,home_goods,bamboo cutting board
2026-02-21,69.84,65.21,74.88,home_goods,bamboo cutting board
2026-02-22,70.02,64.95,75.14,home_goods,bamboo cutting board
2026-02-23,70.42,65.44,75.05,home_goods,bamboo cutting board
2026-02-24,71.03,66.17,75.81,home_goods,bamboo cutting board
2026-02-25,71.84,66.66,76.59,home_goods,bamboo cutting board
2026-02-26,72.81,68.06,77.88,home_goods,bamboo cutting board
2026-02-27,73.88,69.1,78.81,home_goods,bamboo cutting board
2026-02-28,74.97,70.14,80.09,home_goods,bamboo cutting board
2026-03-01,76.0,71.08,80.56,home_goods,bamboo cutting board
2026-03-02,76.89,72.26,81.75,home_goods,bamboo cutting board
2026-03-03,77.57,72.68,82.46,home_goods,bamboo cutting board
2026-03-04,77.99,73.31,82.97,home_goods,bamboo cutting board
2026-03-05,78.13,73.15,82.92,home_goods,bamboo cutting board
2026-03-06,77.97,72.8,82.81,home_goods,bamboo cutting board
2026-03-07,77.56,73.04,82.64,home_goods,bamboo cutting board
2026-03-08,76.94,72.12,81.85,home_goods,bamboo cutting board
2026-03-09,76.18,71.05,80.8,home_goods,bamboo cutting board
2026-03-10,75.35,70.49,79.97,home_goods,bamboo cutting board
2026-03-11,74.54,69.85,79.71,home_goods,bamboo cutting board
2026-03-12,73.83,68.79,78.76,home_goods,bamboo cutting board
2026-03-13,73.27,68.77,78.17,home_goods,bamboo cutting board
2026-03-14,72.92,68.08,78.08,home_goods,bamboo cutting board
2026-03-15,72.79,67.9,77.56,home_goods,bamboo cutting board
2026-03-16,72.88,68.22,78.0,home_goods,bamboo cutting board
2026-03-17,73.18,68.47,77.86,home_goods,bamboo cutting board
